feature,correlation,source
이용금액_온라인_R3M,-0.1464123156983084,corr_output\3_승인매출정보
이용금액_오프라인_R3M,-0.2463110379808355,corr_output\3_승인매출정보
이용건수_온라인_R3M,-0.1218501576788614,corr_output\3_승인매출정보
이용건수_오프라인_R3M,-0.1763297430324434,corr_output\3_승인매출정보
이용금액_온라인_B0M,-0.1597102828383628,corr_output\3_승인매출정보
이용금액_오프라인_B0M,-0.2314385023699976,corr_output\3_승인매출정보
이용건수_온라인_B0M,-0.1198632198731614,corr_output\3_승인매출정보
이용건수_오프라인_B0M,-0.1801805559122417,corr_output\3_승인매출정보
이용개월수_페이_온라인_R6M,-0.0516632051977492,corr_output\3_승인매출정보
이용개월수_페이_오프라인_R6M,-0.016096395866802,corr_output\3_승인매출정보
이용금액_페이_온라인_R6M,-0.1405627326133061,corr_output\3_승인매출정보
이용금액_페이_오프라인_R6M,-0.0297044186040705,corr_output\3_승인매출정보
이용건수_페이_온라인_R6M,-0.0755297099360216,corr_output\3_승인매출정보
이용건수_페이_오프라인_R6M,-0.0164748721126768,corr_output\3_승인매출정보
이용금액_페이_온라인_R3M,-0.1369219629645087,corr_output\3_승인매출정보
이용금액_페이_오프라인_R3M,-0.0284084150586261,corr_output\3_승인매출정보
이용건수_페이_온라인_R3M,-0.0747979553461537,corr_output\3_승인매출정보
이용건수_페이_오프라인_R3M,-0.0167233471572018,corr_output\3_승인매출정보
이용금액_페이_온라인_B0M,-0.1417746128316508,corr_output\3_승인매출정보
이용금액_페이_오프라인_B0M,-0.028329740915382,corr_output\3_승인매출정보
이용건수_페이_온라인_B0M,-0.0759642251853972,corr_output\3_승인매출정보
이용건수_페이_오프라인_B0M,-0.0158329458237319,corr_output\3_승인매출정보
이용개월수_간편결제_R6M,-0.046827650074898,corr_output\3_승인매출정보
이용개월수_당사페이_R6M,,corr_output\3_승인매출정보
이용개월수_당사기타_R6M,-0.0164373664118876,corr_output\3_승인매출정보
이용개월수_A페이_R6M,-0.0153771533994361,corr_output\3_승인매출정보
이용개월수_B페이_R6M,-0.0154260517679645,corr_output\3_승인매출정보
이용개월수_C페이_R6M,-0.0274742441271708,corr_output\3_승인매출정보
이용개월수_D페이_R6M,-0.0025331661654537,corr_output\3_승인매출정보
이용금액_간편결제_R6M,-0.1242000279041559,corr_output\3_승인매출정보
이용금액_당사페이_R6M,,corr_output\3_승인매출정보
이용금액_당사기타_R6M,,corr_output\3_승인매출정보
이용금액_A페이_R6M,-0.0300044208542978,corr_output\3_승인매출정보
이용금액_B페이_R6M,-0.018623203196402,corr_output\3_승인매출정보
이용금액_C페이_R6M,-0.033145181857548,corr_output\3_승인매출정보
이용금액_D페이_R6M,-0.0045324336088748,corr_output\3_승인매출정보
이용건수_간편결제_R6M,-0.0722658968355929,corr_output\3_승인매출정보
이용건수_당사페이_R6M,,corr_output\3_승인매출정보
이용건수_당사기타_R6M,,corr_output\3_승인매출정보
이용건수_A페이_R6M,-0.0196139029483185,corr_output\3_승인매출정보
이용건수_B페이_R6M,-0.0184219567508781,corr_output\3_승인매출정보
이용건수_C페이_R6M,-0.0293476790277758,corr_output\3_승인매출정보
이용건수_D페이_R6M,-0.0002029292340603,corr_output\3_승인매출정보
이용금액_간편결제_R3M,-0.123411276612862,corr_output\3_승인매출정보
이용금액_당사페이_R3M,,corr_output\3_승인매출정보
이용금액_당사기타_R3M,,corr_output\3_승인매출정보
이용금액_A페이_R3M,-0.0302763283971567,corr_output\3_승인매출정보
이용금액_B페이_R3M,-0.0212346502125012,corr_output\3_승인매출정보
이용금액_C페이_R3M,-0.0356625263640886,corr_output\3_승인매출정보
이용금액_D페이_R3M,-0.0001038562480733,corr_output\3_승인매출정보
이용건수_간편결제_R3M,-0.071572871303705,corr_output\3_승인매출정보
이용건수_당사페이_R3M,,corr_output\3_승인매출정보
이용건수_당사기타_R3M,,corr_output\3_승인매출정보
이용건수_A페이_R3M,-0.0166403124679489,corr_output\3_승인매출정보
이용건수_B페이_R3M,-0.0227348423369727,corr_output\3_승인매출정보
이용건수_C페이_R3M,-0.0339929820822912,corr_output\3_승인매출정보
이용건수_D페이_R3M,0.0016127691047239,corr_output\3_승인매출정보
이용금액_간편결제_B0M,-0.131686949152523,corr_output\3_승인매출정보
이용금액_당사페이_B0M,,corr_output\3_승인매출정보
이용금액_당사기타_B0M,,corr_output\3_승인매출정보
이용금액_A페이_B0M,-0.0300897430607029,corr_output\3_승인매출정보
이용금액_B페이_B0M,-0.0221704184998564,corr_output\3_승인매출정보
이용금액_C페이_B0M,-0.0377609827025489,corr_output\3_승인매출정보
이용금액_D페이_B0M,0.0033688349507982,corr_output\3_승인매출정보
이용건수_간편결제_B0M,-0.070352853683545,corr_output\3_승인매출정보
이용건수_당사페이_B0M,,corr_output\3_승인매출정보
이용건수_당사기타_B0M,,corr_output\3_승인매출정보
이용건수_A페이_B0M,-0.0140949808602893,corr_output\3_승인매출정보
이용건수_B페이_B0M,-0.0222467109309288,corr_output\3_승인매출정보
이용건수_C페이_B0M,-0.0361330812637462,corr_output\3_승인매출정보
이용건수_D페이_B0M,0.0041164676298735,corr_output\3_승인매출정보
이용개월수_선결제_R6M,-0.0203836105181242,corr_output\3_승인매출정보
이용횟수_선결제_R6M,-0.0274334713051252,corr_output\3_승인매출정보
이용금액_선결제_R6M,-0.040785630983536,corr_output\3_승인매출정보
이용건수_선결제_R6M,-0.0191146084513721,corr_output\3_승인매출정보
이용횟수_선결제_R3M,-0.0241930532369034,corr_output\3_승인매출정보
이용금액_선결제_R3M,-0.0343465348055291,corr_output\3_승인매출정보
이용건수_선결제_R3M,-0.0141271190160708,corr_output\3_승인매출정보
이용횟수_선결제_B0M,-0.0209001803135046,corr_output\3_승인매출정보
이용금액_선결제_B0M,-0.0291494682598579,corr_output\3_승인매출정보
이용건수_선결제_B0M,-0.0082743552541353,corr_output\3_승인매출정보
이용횟수_연체_R6M,0.0034915816829815,corr_output\3_승인매출정보
이용금액_연체_R6M,-0.0082476343050839,corr_output\3_승인매출정보
이용횟수_연체_R3M,0.0050539306909051,corr_output\3_승인매출정보
이용금액_연체_R3M,-0.0044280406930288,corr_output\3_승인매출정보
이용횟수_연체_B0M,0.007367401712413,corr_output\3_승인매출정보
이용금액_연체_B0M,0.0011455749323229,corr_output\3_승인매출정보
이용개월수_전체_R6M,-0.0298117196976338,corr_output\3_승인매출정보
이용개월수_전체_R3M,-0.0278927361372105,corr_output\3_승인매출정보
이용개월수_결제일_R6M,-0.011893326913261,corr_output\3_승인매출정보
이용개월수_결제일_R3M,-0.0126582451457942,corr_output\3_승인매출정보
가맹점매출금액_B1M,-0.0402133875972207,corr_output\3_승인매출정보
가맹점매출금액_B2M,-0.0402521074002989,corr_output\3_승인매출정보
정상청구원금_B0M,-0.4234586271400962,corr_output\3_승인매출정보
선입금원금_B0M,-0.0525031742978001,corr_output\3_승인매출정보
정상입금원금_B0M,-0.314764797082013,corr_output\3_승인매출정보
연체입금원금_B0M,-0.2565411179909043,corr_output\3_승인매출정보
정상청구원금_B2M,-0.416268521377079,corr_output\3_승인매출정보
선입금원금_B2M,-0.0511897940058213,corr_output\3_승인매출정보
정상입금원금_B2M,-0.3050659325002871,corr_output\3_승인매출정보
연체입금원금_B2M,-0.2362609830427398,corr_output\3_승인매출정보
정상청구원금_B5M,-0.438867961067113,corr_output\3_승인매출정보
선입금원금_B5M,-0.0555943765887509,corr_output\3_승인매출정보
정상입금원금_B5M,-0.3095262264827728,corr_output\3_승인매출정보
연체입금원금_B5M,-0.2227892891550265,corr_output\3_승인매출정보
건수_할부전환_R6M,-0.0161666981279201,corr_output\3_승인매출정보
건수_할부전환_R3M,-0.0167858300226871,corr_output\3_승인매출정보
금액_할부전환_R6M,-0.0170327283838436,corr_output\3_승인매출정보
금액_할부전환_R3M,-0.017192279385268,corr_output\3_승인매출정보
연속무실적개월수_기본_24M_카드,0.0407805422639041,corr_output\3_승인매출정보
연속유실적개월수_기본_24M_카드,-0.0802393445320302,corr_output\3_승인매출정보
신청건수_ATM_CA_B0,-0.0593902444109578,corr_output\3_승인매출정보
신청건수_ATM_CL_B0,-0.0023959219896341,corr_output\3_승인매출정보
신청건수_ATM_CA_R6M,-0.0696885585539224,corr_output\3_승인매출정보
신청건수_ATM_CL_R6M,-0.0058714326911889,corr_output\3_승인매출정보
승인거절건수_B0M,0.0052258933229709,corr_output\3_승인매출정보
승인거절건수_한도초과_B0M,0.006915790439238,corr_output\3_승인매출정보
승인거절건수_BL_B0M,-0.004761749843983,corr_output\3_승인매출정보
승인거절건수_입력오류_B0M,,corr_output\3_승인매출정보
승인거절건수_기타_B0M,,corr_output\3_승인매출정보
승인거절건수_R3M,-0.0289830031738085,corr_output\3_승인매출정보
승인거절건수_한도초과_R3M,-0.0102395478856928,corr_output\3_승인매출정보
승인거절건수_BL_R3M,-0.0228733125784805,corr_output\3_승인매출정보
승인거절건수_입력오류_R3M,-0.0044636118252915,corr_output\3_승인매출정보
승인거절건수_기타_R3M,-0.0274972300910058,corr_output\3_승인매출정보
이용금액대,0.1627921651875634,corr_output\3_승인매출정보
기준년월,4.738603788372546e-13,corr_output\4_청구입금정보
ID,0.0034758593521061,corr_output\4_청구입금정보
대표결제일,-0.0249280076670544,corr_output\4_청구입금정보
대표결제방법코드,,corr_output\4_청구입금정보
대표청구지고객주소구분코드,0.0115759851586667,corr_output\4_청구입금정보
대표청구서수령지구분코드,-0.037199297420139,corr_output\4_청구입금정보
청구서수령방법,-0.037199297420139,corr_output\4_청구입금정보
청구서발송여부_B0,-0.033887161818373,corr_output\4_청구입금정보
청구서발송여부_R3M,-0.0261680678931033,corr_output\4_청구입금정보
청구서발송여부_R6M,-0.0164068048175392,corr_output\4_청구입금정보
청구금액_B0,-0.3456355890053013,corr_output\4_청구입금정보
청구금액_R3M,-0.3590249008264076,corr_output\4_청구입금정보
청구금액_R6M,-0.360852728868134,corr_output\4_청구입금정보
포인트_마일리지_건별_B0M,-0.1286533451112292,corr_output\4_청구입금정보
포인트_마일리지_건별_R3M,-0.1300108029566177,corr_output\4_청구입금정보
포인트_포인트_건별_B0M,-0.0387998567769312,corr_output\4_청구입금정보
포인트_포인트_건별_R3M,-0.0393432401697622,corr_output\4_청구입금정보
포인트_마일리지_월적립_B0M,-0.1159560306442202,corr_output\4_청구입금정보
포인트_마일리지_월적립_R3M,-0.1202176570776094,corr_output\4_청구입금정보
포인트_포인트_월적립_B0M,-0.0252678611931477,corr_output\4_청구입금정보
포인트_포인트_월적립_R3M,-0.0241935270115184,corr_output\4_청구입금정보
포인트_적립포인트_R12M,-0.0417269677026939,corr_output\4_청구입금정보
포인트_적립포인트_R3M,-0.0320003672199384,corr_output\4_청구입금정보
포인트_이용포인트_R12M,-0.0269373102820445,corr_output\4_청구입금정보
포인트_이용포인트_R3M,-0.0353051757154091,corr_output\4_청구입금정보
포인트_잔여포인트_B0M,0.0018634630264946,corr_output\4_청구입금정보
마일_적립포인트_R12M,-0.1235471877809378,corr_output\4_청구입금정보
마일_적립포인트_R3M,-0.1744527063693708,corr_output\4_청구입금정보
마일_이용포인트_R12M,-0.1265276544346082,corr_output\4_청구입금정보
마일_이용포인트_R3M,-0.1275509391628193,corr_output\4_청구입금정보
마일_잔여포인트_B0M,-0.1208912083595479,corr_output\4_청구입금정보
할인건수_R3M,-0.0157946304987195,corr_output\4_청구입금정보
할인금액_R3M,-0.0235534584685933,corr_output\4_청구입금정보
할인건수_B0M,-0.0181367865568892,corr_output\4_청구입금정보
할인금액_B0M,-0.0225989226656372,corr_output\4_청구입금정보
할인금액_청구서_R3M,-0.0298428025139007,corr_output\4_청구입금정보
할인금액_청구서_B0M,-0.0270740528314733,corr_output\4_청구입금정보
상환개월수_결제일_R6M,-0.0018292750478788,corr_output\4_청구입금정보
상환개월수_결제일_R3M,-0.0011447906143686,corr_output\4_청구입금정보
선결제건수_R6M,-0.0350235754735258,corr_output\4_청구입금정보
선결제건수_R3M,-0.031658975389379,corr_output\4_청구입금정보
연체건수_R6M,0.0003717163995783,corr_output\4_청구입금정보
연체건수_R3M,0.0007325550632169,corr_output\4_청구입금정보
혜택수혜금액_R3M,-0.1671990485693142,corr_output\4_청구입금정보
포인트_마일리지_환산_B0M,-0.1817844321473278,corr_output\4_청구입금정보
혜택수혜금액,-0.1567402218853596,corr_output\4_청구입금정보
기준년월,4.738603788372546e-13,corr_output\5_잔액정보
ID,0.0034758593521061,corr_output\5_잔액정보
잔액_일시불_B0M,-0.1835953090287742,corr_output\5_잔액정보
잔액_할부_B0M,-0.1173979885922497,corr_output\5_잔액정보
잔액_현금서비스_B0M,-0.1646924117430192,corr_output\5_잔액정보
잔액_리볼빙일시불이월_B0M,0.0128460970459265,corr_output\5_잔액정보
잔액_리볼빙CA이월_B0M,0.0052643204358705,corr_output\5_잔액정보
잔액_카드론_B0M,-0.0020219468966647,corr_output\5_잔액정보
월중평잔_일시불_B0M,-0.2064890948033497,corr_output\5_잔액정보
월중평잔_할부_B0M,-0.1162035825312227,corr_output\5_잔액정보
월중평잔_CA_B0M,-0.1692177650092163,corr_output\5_잔액정보
카드론잔액_최종경과월,,corr_output\5_잔액정보
연체일자_B0M,0.0034363235501487,corr_output\5_잔액정보
연체잔액_B0M,0.0044176717857923,corr_output\5_잔액정보
연체잔액_일시불_B0M,0.0035958424027012,corr_output\5_잔액정보
연체잔액_할부_B0M,0.0074355535648499,corr_output\5_잔액정보
연체잔액_현금서비스_B0M,0.003092821338962,corr_output\5_잔액정보
연체잔액_카드론_B0M,-0.0024153501711319,corr_output\5_잔액정보
연체잔액_대환론_B0M,,corr_output\5_잔액정보
잔액_현금서비스_B1M,-0.1680924686269988,corr_output\5_잔액정보
잔액_현금서비스_B2M,-0.1680823064777697,corr_output\5_잔액정보
잔액_카드론_B1M,-0.0021274233055379,corr_output\5_잔액정보
잔액_카드론_B2M,-0.0024486286464552,corr_output\5_잔액정보
잔액_카드론_B3M,-0.0029956397517509,corr_output\5_잔액정보
잔액_카드론_B4M,-0.0035249765278761,corr_output\5_잔액정보
잔액_카드론_B5M,-0.0044053246824565,corr_output\5_잔액정보
잔액_할부_B1M,-0.1147611885641383,corr_output\5_잔액정보
잔액_할부_B2M,-0.1115451629320345,corr_output\5_잔액정보
잔액_일시불_B1M,-0.1547697994725249,corr_output\5_잔액정보
잔액_일시불_B2M,-0.1539509080324111,corr_output\5_잔액정보
연체일수_B1M,0.0011307179246392,corr_output\5_잔액정보
연체일수_B2M,0.000230137108658,corr_output\5_잔액정보
연체원금_B1M,0.0048172788305458,corr_output\5_잔액정보
연체원금_B2M,0.0060527835781731,corr_output\5_잔액정보
연체일수_최근,0.0070274967951435,corr_output\5_잔액정보
연체원금_최근,0.0046945436933558,corr_output\5_잔액정보
최종연체회차,-0.0183054557441518,corr_output\5_잔액정보
매각잔액_B1M,,corr_output\5_잔액정보
최종연체개월수_R15M,,corr_output\5_잔액정보
RV_평균잔액_R12M,0.01329388119683,corr_output\5_잔액정보
RV_최대잔액_R12M,0.0129642437195809,corr_output\5_잔액정보
RV_평균잔액_R6M,0.0145783793635982,corr_output\5_잔액정보
RV_최대잔액_R6M,0.0132415293741575,corr_output\5_잔액정보
RV_평균잔액_R3M,0.0146927851976258,corr_output\5_잔액정보
RV_최대잔액_R3M,0.0130824862445812,corr_output\5_잔액정보
RV잔액이월횟수_R6M,,corr_output\5_잔액정보
RV잔액이월횟수_R3M,,corr_output\5_잔액정보
잔액_할부_유이자_B0M,-0.0258369008618541,corr_output\5_잔액정보
잔액_할부_무이자_B0M,-0.1298629037239471,corr_output\5_잔액정보
잔액_할부_해외_B0M,-0.0019765307334907,corr_output\5_잔액정보
연체잔액_일시불_해외_B0M,,corr_output\5_잔액정보
연체잔액_RV일시불_B0M,0.0003207107837783,corr_output\5_잔액정보
연체잔액_RV일시불_해외_B0M,,corr_output\5_잔액정보
연체잔액_할부_해외_B0M,,corr_output\5_잔액정보
연체잔액_CA_B0M,0.0047604498887852,corr_output\5_잔액정보
연체잔액_CA_해외_B0M,,corr_output\5_잔액정보
월중평잔,-0.1426331621443426,corr_output\5_잔액정보
월중평잔_일시불,-0.2024173968786468,corr_output\5_잔액정보
월중평잔_RV일시불,0.0014323648329139,corr_output\5_잔액정보
월중평잔_할부,-0.114755534157942,corr_output\5_잔액정보
월중평잔_CA,-0.1724899150380424,corr_output\5_잔액정보
월중평잔_카드론,-0.0014600006090633,corr_output\5_잔액정보
평잔_3M,-0.1376907406863205,corr_output\5_잔액정보
평잔_일시불_3M,-0.1932059809102347,corr_output\5_잔액정보
평잔_일시불_해외_3M,-0.1650314343975462,corr_output\5_잔액정보
평잔_RV일시불_3M,0.0012687250139739,corr_output\5_잔액정보
평잔_RV일시불_해외_3M,-0.0273961239151747,corr_output\5_잔액정보
평잔_할부_3M,-0.1200557337902422,corr_output\5_잔액정보
평잔_할부_해외_3M,-0.0097129061127216,corr_output\5_잔액정보
평잔_CA_3M,-0.1782364460120033,corr_output\5_잔액정보
평잔_CA_해외_3M,-0.0041085137947616,corr_output\5_잔액정보
평잔_카드론_3M,0.0006688442795543,corr_output\5_잔액정보
평잔_6M,-0.1477164397460873,corr_output\5_잔액정보
평잔_일시불_6M,-0.1989329218583209,corr_output\5_잔액정보
평잔_일시불_해외_6M,-0.1856654008459028,corr_output\5_잔액정보
평잔_RV일시불_6M,-0.0010079709960943,corr_output\5_잔액정보
평잔_RV일시불_해외_6M,-0.0301159540538683,corr_output\5_잔액정보
평잔_할부_6M,-0.1279061732051311,corr_output\5_잔액정보
평잔_할부_해외_6M,-0.0141237553862142,corr_output\5_잔액정보
평잔_CA_6M,-0.1854125297956,corr_output\5_잔액정보
평잔_CA_해외_6M,-0.0091267718421844,corr_output\5_잔액정보
평잔_카드론_6M,0.0002822301340557,corr_output\5_잔액정보
기준년월,4.738603788372546e-13,corr_output\6_채널정보
ID,0.0034758593521061,corr_output\6_채널정보
인입횟수_ARS_R6M,-0.040578340546367,corr_output\6_채널정보
이용메뉴건수_ARS_R6M,-0.0311048412727135,corr_output\6_채널정보
인입일수_ARS_R6M,-0.0567199322939187,corr_output\6_채널정보
인입월수_ARS_R6M,-0.0539311673675255,corr_output\6_채널정보
인입후경과월_ARS,-0.0216599060657587,corr_output\6_채널정보
인입횟수_ARS_B0M,-0.0395617528205104,corr_output\6_채널정보
이용메뉴건수_ARS_B0M,-0.0382349695392278,corr_output\6_채널정보
인입일수_ARS_B0M,-0.0392966474664247,corr_output\6_채널정보
방문횟수_PC_R6M,-0.0635044965271527,corr_output\6_채널정보
방문일수_PC_R6M,-0.060466367901502,corr_output\6_채널정보
방문월수_PC_R6M,-0.0705619528796726,corr_output\6_채널정보
방문후경과월_PC_R6M,0.0730432992427028,corr_output\6_채널정보
방문횟수_앱_R6M,-0.0173244150418375,corr_output\6_채널정보
방문일수_앱_R6M,-0.0169907874982766,corr_output\6_채널정보
방문월수_앱_R6M,-0.0138574055564511,corr_output\6_채널정보
방문후경과월_앱_R6M,0.0175521511570977,corr_output\6_채널정보
방문횟수_모바일웹_R6M,-0.0114225955879931,corr_output\6_채널정보
방문일수_모바일웹_R6M,-0.0109081486857481,corr_output\6_채널정보
방문월수_모바일웹_R6M,-0.0117672626234348,corr_output\6_채널정보
방문후경과월_모바일웹_R6M,0.0097411982993039,corr_output\6_채널정보
방문횟수_PC_B0M,-0.0637116392944823,corr_output\6_채널정보
방문일수_PC_B0M,-0.0642794795081124,corr_output\6_채널정보
방문횟수_앱_B0M,-0.0191156146715153,corr_output\6_채널정보
방문일수_앱_B0M,-0.016645931002139,corr_output\6_채널정보
방문횟수_모바일웹_B0M,0.002001605928077,corr_output\6_채널정보
방문일수_모바일웹_B0M,0.0017378899285316,corr_output\6_채널정보
인입횟수_IB_R6M,-0.0473139030432606,corr_output\6_채널정보
인입횟수_금융_IB_R6M,,corr_output\6_채널정보
인입일수_IB_R6M,-0.0497509404140688,corr_output\6_채널정보
인입월수_IB_R6M,-0.047698928776273,corr_output\6_채널정보
이용메뉴건수_IB_R6M,-0.0470960643604552,corr_output\6_채널정보
인입후경과월_IB_R6M,0.0415956382094589,corr_output\6_채널정보
인입횟수_IB_B0M,-0.0219738787592931,corr_output\6_채널정보
인입일수_IB_B0M,-0.0184436083694101,corr_output\6_채널정보
이용메뉴건수_IB_B0M,-0.0181997126358653,corr_output\6_채널정보
인입불만횟수_IB_R6M,,corr_output\6_채널정보
인입불만일수_IB_R6M,,corr_output\6_채널정보
인입불만월수_IB_R6M,,corr_output\6_채널정보
인입불만후경과월_IB_R6M,,corr_output\6_채널정보
인입불만횟수_IB_B0M,,corr_output\6_채널정보
인입불만일수_IB_B0M,,corr_output\6_채널정보
상담건수_B0M,-0.021400432065191,corr_output\6_채널정보
IB문의건수_사용승인내역_B0M,-0.0032193611879161,corr_output\6_채널정보
IB문의건수_한도_B0M,,corr_output\6_채널정보
IB문의건수_선결제_B0M,-0.0196624185797813,corr_output\6_채널정보
IB문의건수_결제_B0M,,corr_output\6_채널정보
IB문의건수_할부_B0M,,corr_output\6_채널정보
IB문의건수_정보변경_B0M,,corr_output\6_채널정보
IB문의건수_결제일변경_B0M,,corr_output\6_채널정보
IB문의건수_명세서_B0M,,corr_output\6_채널정보
IB문의건수_비밀번호_B0M,,corr_output\6_채널정보
IB문의건수_SMS_B0M,,corr_output\6_채널정보
IB문의건수_APP_B0M,,corr_output\6_채널정보
IB문의건수_부대서비스_B0M,,corr_output\6_채널정보
IB문의건수_포인트_B0M,,corr_output\6_채널정보
IB문의건수_카드발급_B0M,,corr_output\6_채널정보
IB문의건수_BL_B0M,,corr_output\6_채널정보
IB문의건수_분실도난_B0M,,corr_output\6_채널정보
IB문의건수_CA_B0M,,corr_output\6_채널정보
IB문의건수_CL_RV_B0M,0.0004451168948533,corr_output\6_채널정보
IB문의건수_CS_B0M,0.0015160879028414,corr_output\6_채널정보
IB상담건수_VOC_B0M,,corr_output\6_채널정보
IB상담건수_VOC민원_B0M,,corr_output\6_채널정보
IB상담건수_VOC불만_B0M,,corr_output\6_채널정보
IB상담건수_금감원_B0M,,corr_output\6_채널정보
상담건수_R6M,-0.0494989461986756,corr_output\6_채널정보
IB문의건수_사용승인내역_R6M,-0.0398391646563726,corr_output\6_채널정보
IB문의건수_한도_R6M,-0.0074007446896821,corr_output\6_채널정보
IB문의건수_선결제_R6M,-0.0259849134973862,corr_output\6_채널정보
IB문의건수_결제_R6M,-0.0184614311140353,corr_output\6_채널정보
IB문의건수_할부_R6M,0.000627569982057,corr_output\6_채널정보
IB문의건수_정보변경_R6M,-0.0060671914336056,corr_output\6_채널정보
IB문의건수_결제일변경_R6M,0.0112439735077995,corr_output\6_채널정보
IB문의건수_명세서_R6M,,corr_output\6_채널정보
IB문의건수_비밀번호_R6M,0.0006523041006245,corr_output\6_채널정보
IB문의건수_SMS_R6M,,corr_output\6_채널정보
IB문의건수_APP_R6M,,corr_output\6_채널정보
IB문의건수_부대서비스_R6M,,corr_output\6_채널정보
IB문의건수_포인트_R6M,-0.0083004193287832,corr_output\6_채널정보
IB문의건수_카드발급_R6M,-0.0243045153209203,corr_output\6_채널정보
IB문의건수_BL_R6M,0.0013841572375214,corr_output\6_채널정보
IB문의건수_분실도난_R6M,-0.023647615210738,corr_output\6_채널정보
IB문의건수_CA_R6M,-0.0108099835950796,corr_output\6_채널정보
IB문의건수_CL_RV_R6M,0.0257028896878578,corr_output\6_채널정보
IB문의건수_CS_R6M,0.0046000512594273,corr_output\6_채널정보
IB상담건수_VOC_R6M,,corr_output\6_채널정보
IB상담건수_VOC민원_R6M,,corr_output\6_채널정보
IB상담건수_VOC불만_R6M,,corr_output\6_채널정보
IB상담건수_금감원_R6M,,corr_output\6_채널정보
불만제기건수_B0M,,corr_output\6_채널정보
불만제기건수_R12M,,corr_output\6_채널정보
불만제기후경과월_R12M,-0.0616297332819732,corr_output\6_채널정보
당사PAY_방문횟수_B0M,,corr_output\6_채널정보
당사PAY_방문횟수_R6M,,corr_output\6_채널정보
당사PAY_방문월수_R6M,,corr_output\6_채널정보
당사멤버쉽_방문횟수_B0M,-0.0299299741163478,corr_output\6_채널정보
당사멤버쉽_방문횟수_R6M,-0.0258660404857761,corr_output\6_채널정보
당사멤버쉽_방문월수_R6M,-0.0401400640960098,corr_output\6_채널정보
OS구분코드,-0.0197660355900679,corr_output\6_채널정보
홈페이지_금융건수_R6M,-0.0584557463942664,corr_output\6_채널정보
홈페이지_선결제건수_R6M,-0.0353646399624767,corr_output\6_채널정보
홈페이지_금융건수_R3M,-0.0524521050903638,corr_output\6_채널정보
홈페이지_선결제건수_R3M,-0.0345127413438326,corr_output\6_채널정보
기준년월,4.738603788372546e-13,corr_output\7_마케팅정보
ID,0.0034758593521061,corr_output\7_마케팅정보
컨택건수_카드론_TM_B0M,0.0185676314630161,corr_output\7_마케팅정보
컨택건수_리볼빙_TM_B0M,-0.0023959219896339,corr_output\7_마케팅정보
컨택건수_CA_TM_B0M,,corr_output\7_마케팅정보
컨택건수_이용유도_TM_B0M,0.0174066157954481,corr_output\7_마케팅정보
컨택건수_신용발급_TM_B0M,,corr_output\7_마케팅정보
컨택건수_부대서비스_TM_B0M,,corr_output\7_마케팅정보
컨택건수_포인트소진_TM_B0M,,corr_output\7_마케팅정보
컨택건수_보험_TM_B0M,0.0003930114933906,corr_output\7_마케팅정보
컨택건수_카드론_LMS_B0M,0.0214877557805128,corr_output\7_마케팅정보
컨택건수_CA_LMS_B0M,0.0012232230472997,corr_output\7_마케팅정보
컨택건수_리볼빙_LMS_B0M,-0.0060337820195193,corr_output\7_마케팅정보
컨택건수_이용유도_LMS_B0M,-0.0092401279984079,corr_output\7_마케팅정보
컨택건수_카드론_EM_B0M,-0.0003241271987673,corr_output\7_마케팅정보
컨택건수_CA_EM_B0M,,corr_output\7_마케팅정보
컨택건수_리볼빙_EM_B0M,,corr_output\7_마케팅정보
컨택건수_이용유도_EM_B0M,0.0112487243159382,corr_output\7_마케팅정보
컨택건수_카드론_청구서_B0M,-0.0010421862466321,corr_output\7_마케팅정보
컨택건수_CA_청구서_B0M,0.0067658919321977,corr_output\7_마케팅정보
컨택건수_리볼빙_청구서_B0M,,corr_output\7_마케팅정보
컨택건수_이용유도_청구서_B0M,-0.0268626489746491,corr_output\7_마케팅정보
컨택건수_카드론_인터넷_B0M,,corr_output\7_마케팅정보
컨택건수_CA_인터넷_B0M,,corr_output\7_마케팅정보
컨택건수_리볼빙_인터넷_B0M,,corr_output\7_마케팅정보
컨택건수_이용유도_인터넷_B0M,0.0195275447160555,corr_output\7_마케팅정보
컨택건수_카드론_당사앱_B0M,,corr_output\7_마케팅정보
컨택건수_CA_당사앱_B0M,,corr_output\7_마케팅정보
컨택건수_리볼빙_당사앱_B0M,,corr_output\7_마케팅정보
컨택건수_이용유도_당사앱_B0M,-0.0037638924824228,corr_output\7_마케팅정보
컨택건수_카드론_TM_R6M,0.0289916629762117,corr_output\7_마케팅정보
컨택건수_CA_TM_R6M,-0.0005866340935833,corr_output\7_마케팅정보
컨택건수_리볼빙_TM_R6M,0.0083961457684449,corr_output\7_마케팅정보
컨택건수_이용유도_TM_R6M,0.0700361356103335,corr_output\7_마케팅정보
컨택건수_신용발급_TM_R6M,0.0097909821084944,corr_output\7_마케팅정보
컨택건수_부대서비스_TM_R6M,0.0115060118224212,corr_output\7_마케팅정보
컨택건수_포인트소진_TM_R6M,0.0010583700811603,corr_output\7_마케팅정보
컨택건수_보험_TM_R6M,0.0061692611807744,corr_output\7_마케팅정보
컨택건수_카드론_LMS_R6M,0.0333901237718303,corr_output\7_마케팅정보
컨택건수_CA_LMS_R6M,0.0375932651628454,corr_output\7_마케팅정보
