Variable,Correlation
컨택건수_리볼빙_TM_R6M,0.016623869
컨택건수_이용유도_LMS_R6M,-0.014556692
컨택건수_채권_B0M,-0.014311461
컨택건수_카드론_EM_B0M,-0.012244024
컨택건수_CA_청구서_R6M,-0.011041621
컨택건수_카드론_LMS_B0M,-0.008979036
컨택건수_CA_LMS_R6M,0.008508656
컨택건수_카드론_청구서_R6M,0.008225588
컨택건수_이용유도_당사앱_B0M,-0.007743607
컨택건수_리볼빙_LMS_R6M,-0.005084233
컨택건수_이용유도_당사앱_R6M,-0.003365219
컨택건수_카드론_청구서_B0M,0.002712249
컨택건수_이용유도_인터넷_B0M,0.002260987
컨택건수_CA_청구서_B0M,0.001259665
컨택건수_보험_TM_B0M,-0.000957461
컨택건수_CA_TM_R6M,-0.000348085
기준년월,4.04e-12
