,a,b,ab
포인트_이용포인트_R3M,0.0045569709514858845,0.007674479364080564,0.007010263332075131
이용금액_D페이_B0M,0.003875041806779252,0.008458333372610932,0.006655455117274093
RP건수_학습비_B0M,-0.0004514614575547512,0.013882703866833922,0.004566482642560156
방문월수_앱_R6M,0.0037158460263340865,0.008156005785370709,0.006398258882666916
이용건수_카드론_R12M,0.006663701199793351,0.003955207400660936,0.007640169525955174
방문횟수_앱_R6M,0.0019309347430368053,0.010508477829608598,0.005577632870084999
포인트_이용포인트_R12M,0.00337282037909841,0.008260761977601045,0.0061157555086453035
이용건수_선결제_R3M,-0.0003976343592586274,0.01290923379428875,0.004266967032083059
이용건수_D페이_B0M,0.0030406739748903523,0.00839169637362284,0.005852810957195778
할부건수_12M_R12M,0.008726032126359161,0.00020090420941148586,0.008216052381849822
연령,0.008311369132144692,-0.0011324907027386649,0.007349987203409931
교통_버스지하철이용금액,0.0074016887727130715,0.001746737009322574,0.007535455228968294
상담건수_B0M,0.004560987114635906,0.00576591231284695,0.0063282951517178
Life_Stage,0.00685103484329824,0.0024677769861851206,0.007280596105476852
컨택건수_이용유도_EM_R6M,0.004709125727131532,0.0053894079891840425,0.006331278885401086
할부금액_12M_R12M,0.0073396862431581505,0.0015972086771183737,0.0074238661837641344
컨택건수_이용유도_LMS_B0M,0.004870057084070702,0.005107581651562539,0.00638021811559432
컨택건수_이용유도_EM_B0M,0.004703913846628186,0.005231748964553671,0.006269770452140322
인입횟수_IB_B0M,0.0043396245425364145,0.005748078966331268,0.006115293661578958
이용금액_A페이_R6M,0.003941918815726087,0.006312159373472941,0.0059467857670515226
수신거부여부_SMS,0.007763613381442857,0.0007585956395056025,0.0075182111072865454
할부건수_유이자_6M_R12M,0.006023425616299655,0.002843808911365248,0.006643303229992505
회원여부_이용가능_CA,0.006664455046184098,0.0018655199747632616,0.0068900831371087315
컨택건수_카드론_EM_B0M,0.00795120221446734,-5.937523583984232e-05,0.007399401530987597
IB문의건수_선결제_R6M,0.0038462508734808656,0.0058098121223492255,0.005677015342374505
이용금액_페이_오프라인_R6M,0.0039261393222363855,0.0056402184256326305,0.0056906418011671515
이용금액_페이_오프라인_B0M,0.004266530595834866,0.004978593157657635,0.005770612756456497
남녀구분코드,-0.007529349289604339,-0.00028880118601272,-0.007130786718364637
이용금액_페이_오프라인_R3M,0.0040009352859498425,0.005214472870959148,0.005607484419491943
일시상환론한도금액,0.007548550904057087,5.2864865342877684e-05,0.00706393929163695
최대이용금액_할부_유이자_R12M,0.0056104958917169165,0.0027909515647489536,0.00623893153811044
수신거부여부_TM,0.00700035593670477,0.0007550846584677847,0.006804613300361448
납부_가스전기료이용금액,0.0037230938249713788,0.005375231806022847,0.005405937292678959
평잔_RV일시불_6M,0.005094012180456279,0.003396936988198127,0.0059746257630373155
인입일수_IB_B0M,0.003909834449843618,0.005006766688940412,0.005447836040792583
이용금액_A페이_R3M,0.0037699872876083896,0.005148209058532138,0.005368136738239634
여유_공원이용금액,0.004162163771605444,0.0045673715295396,0.005525463720734434
RP후경과월_학습비,0.0007477479837370855,-0.010407601994969687,-0.0030414166956333182
이용건수_B페이_B0M,0.0060033087123998255,0.0018645425576893273,0.006272694318346537
이용금액_B페이_B0M,0.0056885592310820425,0.0022977283640087374,0.006134579951479033
월중평잔_RV일시불,0.004610048687166366,0.003825542475795728,0.005676940943247281
이용금액_A페이_B0M,0.003812370443352598,0.004926603336332894,0.005328073031232208
이용메뉴건수_IB_B0M,0.004052214163397095,0.00452024530378849,0.005405917782468474
이용금액_카드론_R12M,0.005399775827889385,0.0025222724038870123,0.005945737806664907
이용건수_페이_오프라인_B0M,0.004113721524603667,0.004310990339013338,0.005388139822431936
이용건수_페이_오프라인_R3M,0.00404113478444213,0.0042828001042774936,0.005310267457796595
이용건수_B페이_R3M,0.00574281694707763,0.0017959269222427117,0.006004928925347317
이용건수_페이_오프라인_R6M,0.0038919646513813837,0.004360539084006134,0.005198979602113425
이용개월수_카드론_R12M,0.004986606419123327,0.0028035044419220207,0.005661175181463306
할부금액_무이자_14M_R12M,0.006813691931832346,-0.0002701227732936173,0.0062620626895459955
RP건수_렌탈_B0M,0.004585291460925284,0.0032846989161276815,0.005459519309729814
평잔_RV일시불_3M,0.0045988361453490135,0.003213389612707737,0.005446540107349015
이용건수_선결제_B0M,-0.00193983585534814,0.00965189159217861,0.0016573453392671781
이용건수_A페이_R6M,0.004195746776004064,0.0037508182212648844,0.00526343219446885
이용개월수_페이_오프라인_R6M,0.003866706504847752,0.003985486718838992,0.005040656486621533
동의여부_한도증액안내,0.0021692183040159397,0.006282851620462526,0.004281822005008987
수신거부여부_메일,0.0064468233160134445,-0.00035129752406542927,0.005890505145753298
최대이용금액_카드론_R12M,0.004967671596856857,0.0022492205288351576,0.00544435861205677
RP후경과월_보험,0.00017255753759122362,-0.009205776299886167,-0.0031464370573335413
IB문의건수_정보변경_R6M,0.005894691110772435,0.0007380467479221611,0.005766591978878436
이용금액_B페이_R3M,0.0050681074225258005,0.001874984326471189,0.0054036369707573485
방문횟수_PC_R6M,0.0028057942962062426,0.005082541804483151,0.004444677177693581
승인거절건수_한도초과_R3M,0.002339965066213761,0.005712558579956538,0.004236280511803334
CL이자율_할인전,0.0031464586863783617,0.004557450671662184,0.004573957472747241
이용건수_A페이_R3M,0.003783910917168482,0.003516355254427857,0.00479483351120667
변동률_RV일시불평잔,0.0046322745094789924,0.0020944082510387894,0.00507571622014803
IB문의건수_결제_R6M,0.00029786905219478525,0.008107852183740537,0.0031910130415070226
이용건수_A페이_B0M,0.0035970032032480136,0.0034138049981429124,0.0045835508304874345
변동률_RVCA평잔,0.004708802430825553,0.0018132148525546736,0.005046110433661565
컨택건수_이용유도_청구서_R6M,0.005189863358312658,0.0010913970987402677,0.00523574004234595
이용개월수_A페이_R6M,0.003689601504368623,0.003165047568428272,0.004580596985114887
탈회횟수_누적,-0.005337588772207121,-0.0007221743440249441,-0.005240954290799978
수신거부여부_DM,0.0056955458747085935,-0.00037493021129629284,0.0051808586963442505
인입후경과월_ARS,0.00517701985620289,0.0008318545644973882,0.0051305040839093735
잔액_리볼빙CA이월_B0M,0.005706640415105989,-0.00013125328552984658,0.005278762126570291
회원여부_이용가능,0.00449127403277171,0.0017283939381950075,0.004812619799698778
청구서수령방법,0.0052069133864725585,0.000596434867331712,0.005073820871103576
이용건수_B페이_R6M,0.004608071701950758,0.0014256980375131295,0.004812871654647517
이용금액_B페이_R6M,0.004415210438333787,0.0016652522929868979,0.004718945080170812
거주시도명,-0.004919385731097478,0.001962315783272812,-0.0038861591983421866
RV일시불이자율_할인전,0.0018937155967648353,0.005218964521384444,0.0036424626458575753
방문횟수_모바일웹_R6M,0.004983892355009967,0.0007196936328838422,0.004909963616088192
방문월수_모바일웹_R6M,0.004632811197792018,0.0010474884535818301,0.004700076229399398
증감율_이용금액_일시불_전월,0.003563388328274768,0.0025595118140014387,0.004245245252770864
증감율_이용금액_신판_전월,0.003650850902855021,0.0023875874616644593,0.004265103160258742
컨택건수_이용유도_인터넷_R6M,-0.0031674087039759973,-0.003059910329412448,-0.004055468458312245
최종이용일자_일시불,0.0041720568063995265,0.0016052214057240895,0.004470445456201782
탈회횟수_발급1년이내,-0.004769273955502668,-0.000714347049146905,-0.004707742644154528
IB문의건수_카드발급_R6M,0.00233257235328223,0.004075114218521109,0.003641074477685394
최종이용일자_신판,0.004067816934378135,0.0015654453365393664,0.0043588691154469875
최종이용일자_기본,0.004049338255699601,0.00155832441300166,0.004339064820987862
방문일수_모바일웹_R6M,0.004806683207308682,0.00048073980465758735,0.0046587249221385265
한도증액횟수_R12M,0.0038496445963584606,0.0018269600200439993,0.004249210123256148
이용카드수_체크,-0.0037927450284992695,0.004013496781084397,-0.0020977276307284454
이용후경과월_체크,0.004137243528263899,-0.0028854558326144295,0.0028245291073023134
이용개월수_체크_R3M,-0.003884903843554795,0.003607135569608131,-0.0023297368534041484
이용개월수_B페이_R6M,0.003973376920583274,0.001569852523807344,0.004272313140131082
이용개월수_체크_R6M,-0.0038400910538245927,0.003498621657673963,-0.0023269010137980392
RP후경과월_제휴사서비스직접판매,0.0038245043437916855,0.0016645491636024738,0.004167395594379799
RP건수_보험_B0M,-0.0009196208760637426,0.007026080282917802,0.0016660858644417177
대표청구서수령지구분코드,0.004837255893331908,0.00016966390777832402,0.0045754935404494585
RP건수_제휴사서비스직접판매_B0M,-0.003757585855337484,-0.0016393146303178574,-0.004095875255786968
탈회횟수_발급6개월이내,-0.0041488234062934505,-0.0010524608989639407,-0.0042501644251318514
이용건수_부분무이자_R6M,0.002747745356342397,0.002982732954133762,0.0036360745982945697
할부금액_유이자_3M_R12M,-0.004550498209877001,-0.0003556668956730825,-0.004374694809474488
증감율_이용금액_신판_분기,-0.003813146834427809,-0.0013939790193499256,-0.004059584453098121
방문일수_PC_R6M,-0.004488789384146474,0.000905022100768873,-0.0038641583247042933
컨택건수_카드론_EM_R6M,0.002695824937979642,0.0029541833360491026,0.0035773606717407766
유효카드수_체크,-0.0033196269450830396,0.0042238600907571495,-0.0015805938010188397
일시불ONLY전환가능여부,0.001483901608932461,-0.006597860211631345,-0.0009855990321416316
변동률_카드론평잔,0.0044598623367722665,-0.0006409832845846973,0.0039320259145966836
할부금액_14M_R12M,0.004288089096401957,0.0005123134990623453,0.004186072961548649
이용가능카드수_체크,-0.0034272162712693927,0.0036691707649611108,-0.0018802959059865318
증감율_이용금액_신용_분기,-0.003387653780922871,-0.0017783743809304535,-0.0038005852274535065
강제한도감액횟수_R12M,0.0038581339913224457,0.0010802261559550673,0.003988844084608507
방문후경과월_모바일웹_R6M,-0.004374020112659581,0.0005900941590650388,-0.0038701943108811676
이용후경과월_카드론,-0.00432064012575583,-0.0002679418311862448,-0.004128653657329701
할부금액_부분_12M_R12M,0.003548482104881919,0.0013133598652935667,0.003783611832495498
이용개월수_체크_R12M,-0.003320876568331719,0.0034418543373459184,-0.0018627217180413567
이용금액_부분무이자_R12M,0.0035297860220139476,0.001306350990090951,0.003763644895171898
이용메뉴건수_ARS_R6M,-0.002479341804145772,-0.0027852391905191193,-0.0033146214886638843
이용금액_연체_R6M,0.0012928952801755168,0.00447061007376057,0.0028128550273373754
신청건수_ATM_CL_R6M,0.004374148637740462,-3.603554577680066e-05,0.00406937830748365
이용금액_카드론_R6M,0.0040279391233047895,-0.0010374252107378265,0.003386483667415804
최대이용금액_부분무이자_R12M,0.0034194184278710524,0.0013040696477233885,0.00365982087795608
할인금액_청구서_B0M,-0.0031928844023148654,0.003438215396562891,-0.0017445760197355798
컨택건수_이용유도_LMS_R6M,0.0015011729123327467,0.0039212391564189385,0.0028098574856014746
컨택건수_이용유도_TM_B0M,-0.003343402426570521,-0.00128665417537766,-0.0035826192298811918
이용개월수_카드론_R6M,0.0038526278914420334,-0.0011496811360296847,0.003182536718592523
한도증액후경과월,-0.00275402103318357,-0.0020936631493217958,-0.0033225035942076836
이용개월수_부분무이자_R12M,0.00334559091864755,0.0012020311881414392,0.0035542580836023098
이용금액_부분무이자_R6M,0.002388045236843969,0.002540461667272561,0.0031414713206355414
이용건수_카드론_R6M,0.003739576749700388,-0.0010336313947296354,0.0031187225784968953
변동률_CA평잔,0.0030576866027145506,0.0014479121930171001,0.0033739023940374106
증감율_이용건수_CA_전월,-0.003730557238193961,0.0006609584557378953,-0.003244199997568496
할인금액_B0M,-0.003115857557533579,0.002367601002167838,-0.002057342004984953
컨택건수_카드론_LMS_R6M,-0.0038169602879224765,0.00012835785876115743,-0.0035161931654080036
이용개월수_부분무이자_R6M,0.002452863764754104,0.0019444066393206345,0.0029878127908024923
평잔_카드론_3M,0.000976205127864042,0.003925882698125724,0.0023215815180071073
이용개월수_할부_유이자_R6M,-0.0024050587752481186,-0.0018919747845125721,-0.002924359239849623
컨택건수_카드론_TM_R6M,-0.003317705461272042,-0.000529690020833444,-0.003286672016635938
할인금액_청구서_R3M,-0.0024433518747178466,0.0037076809601281485,-0.0009482344068744669
이용건수_체크_B0M,-0.002850506602402211,0.002429295665045804,-0.001787528195634268
이용금액_부분무이자_R3M,0.0016858685772981408,0.0027778915278631284,0.0025714453036635295
잔액_카드론_B5M,0.0010249972734856835,0.0037085282906880557,0.0022890266488382284
잔액_카드론_B1M,0.0016754167274301152,0.0027569582617318574,0.002554169779398007
증감_RP건수_렌탈_전월,0.0031035832299524868,-0.001452817044656892,0.002374553228558992
잔액_할부_유이자_B0M,0.0029660143200676004,0.0008731960432831697,0.003081860114848601
할인건수_R3M,-0.0021626554559496013,-0.001961951582385745,-0.002723269470389069
이용금액_체크_B0M,-0.002720998387900576,0.0024690205565665617,-0.001652387688887056
이용개월수_카드론_R3M,0.0033666322129305543,-0.00048679702997405814,0.0029671277034763596
이용거절여부_카드론,-0.0017715301060545355,-0.0024930241925862156,-0.0025490437873310094
카드론동의여부,0.001771530106054535,0.0024930241925862156,0.0025490437873310094
월중평잔_카드론,0.001582440939421305,0.0027241520507368293,0.0024556101882028856
이용개월수_할부_유이자_R3M,-0.002344652826176045,-0.001601681992191766,-0.0027636859288185985
이용후경과월_부분무이자,-0.002695118785715802,-0.0010937605864341435,-0.002908282674400145
이용건수_체크_R3M,-0.0026459459588076585,0.002449429847730669,-0.0015893810333630638
평잔_카드론_6M,0.000676162426492496,0.003950540301540529,0.0020504153716776304
할부건수_유이자_3M_R12M,-0.0034257579204913387,-2.6405139144734562e-05,-0.0032066938171537236
최종탈회후경과월,-0.0027847259959487354,0.0018981865226760605,-0.0019169548557561504
소지여부_신용,0.002682704243179876,0.0010323951996802365,0.002874648810839641
월상환론한도금액,0.0025926707522694365,-0.0023957670025054945,0.0015589402748844843
할인금액_R3M,-0.0024981521494177325,0.0026789322031462596,-0.0013689909767776948
이용금액_체크_R12M,-0.0026167724805534966,0.0022230084972524058,-0.001643503303251532
이용금액_카드론_R3M,0.003176903288421985,-0.00047254412050713696,0.002795177465639511
잔액_카드론_B2M,0.001636844643767568,0.0024081820284403348,0.0023928615495047846
변동률_할부평잔,0.002146958531232886,0.0016553433146759618,0.0025984605213968492
이용금액_체크_R3M,-0.002493304796368635,0.0024664164386345405,-0.0014408203973330087
승인거절건수_BL_R3M,0.0015305025635032885,0.002524697294370526,0.002335476127994321
이용건수_카드론_R3M,0.003092017253544304,-0.00045255821556313954,0.002723135245299473
연체일수_최근,-0.002548279933437625,-0.0009806641851821689,-0.0027306065880974783
금액_할부전환_R6M,-0.0003392243080287729,0.0045481218815849895,0.001317471759067498
건수_할부전환_R6M,-0.0004196938516118988,0.004537079282837279,0.001238403356358946
잔액_카드론_B0M,0.0014693369104311841,0.002462154643775973,0.002255920635557307
카드신청건수,-0.002441251774469031,-0.0010732175687020698,-0.0026639717540606813
컨택건수_카드론_TM_B0M,-0.0028531703123538302,-0.0004525942117995441,-0.0028254293037933815
마케팅동의여부,-0.0027094491442902196,0.0012833395194692685,-0.0020676044379764895
변동률_잔액_B1M,-0.0030903569367876976,0.00011499563343982593,-0.0028428663196627146
이용개월수_부분무이자_R3M,0.001831747468497624,0.0018409597877498064,0.002370967823208072
잔액_카드론_B4M,0.0012208110229126805,0.0027091953659368366,0.002112732891401366
이용건수_체크_R6M,-0.0023369350451537822,0.0023532665954170504,-0.0013355357837571901
잔액_카드론_B3M,0.0013754973991723354,0.0024471266998085683,0.002162942380512271
증감율_이용건수_체크_전월,0.0020854656298509504,-0.0029151999048864312,0.0008989499737711687
이용금액_연체_R3M,0.0005613449794184175,0.0034921228363683954,0.0017785562518499156
금액_할부전환_R3M,-0.0005679986316191484,0.004258616959287863,0.0009999459164192653
최종연체회차,0.0015492779494025186,0.002040843785572172,0.002179158385750123
건수_할부전환_R3M,-0.0005980411634924588,0.004213186432879485,0.0009555852533535307
증감율_이용금액_일시불_분기,-0.00242454141317934,-0.0007836682634683844,-0.002544345981925818
증감율_이용건수_CA_분기,0.002437219521905566,0.0007626178834000374,0.0025486152132352673
이용건수_체크_R12M,-0.002296219497835686,0.002013649363918513,-0.0014195554167589555
변동률_잔액_CA_B1M,-0.002483968961670331,-0.0005451213273793727,-0.002514102846657395
이용금액_체크_R6M,-0.0020912781473662483,0.0023269093383912406,-0.001115737724144801
회원여부_이용가능_카드론,-0.0003806027453803352,-0.0034898899452492273,-0.0016090700792523833
증감율_이용금액_할부_전월,-0.0020487319872931776,-0.0010751115952625761,-0.002298319599035916
잔액_리볼빙일시불이월_B0M,0.0016662221275786926,0.0015863571749997981,0.0021250110973944
대표청구지고객주소구분코드,-0.0013121498756310996,-0.0020818290530003765,-0.0019725757465821154
최종이용일자_체크,-0.0016832604840578502,0.0027999677028739053,-0.0005649791450295774
이용건수_부분무이자_R3M,0.0011891021860548395,0.001997071349403185,0.0018272852073242414
이용건수_할부_유이자_R6M,-0.001860205456300037,-0.0010295691436360253,-0.0021060080575886577
컨택건수_신용발급_TM_R6M,-0.0020273046853219387,-0.0007801753140461875,-0.0021723561282183806
포인트_포인트_월적립_R3M,-0.0014559836042813566,0.0033002829342573745,-0.0001731102051150578
IB문의건수_분실도난_R6M,0.000946551373146358,0.0022673012474799317,0.0016980053931876522
IB문의건수_선결제_B0M,2.6066025430024515e-05,0.0034983464798070837,0.0012812247334752483
변동률_일시불평잔,0.001834836838324086,0.000884350311414214,0.002030157207217807
RV_최대잔액_R12M,0.0018235715883095501,0.0008405769430648988,0.0020039164802639264
증감율_이용금액_카드론_전월,-0.002283550781909954,0.00026919650032044586,-0.0020344848049096216
IB문의건수_결제일변경_R6M,-0.0017809036815269606,-0.0008346195181869365,-0.0019619547790081797
대표결제일,0.001659078122642396,-0.0019470027998041634,0.0008488662265257326
연체건수_R3M,-0.00011687925626728981,0.003264165381726841,0.001063678738370904
캠페인접촉건수_R12M,-0.001780511334178805,0.001408398051431267,-0.0011557096944103556
포인트_포인트_월적립_B0M,-0.0014314418335659124,0.0024378048261379094,-0.0004600797918458282
증감율_이용금액_체크_전월,-0.0008245200891175398,-0.0019423126189451103,-0.0014673524730604275
할부금액_유이자_12M_R12M,0.0017997451084354246,-0.0010931893555884383,0.0012869095211914714
증감율_이용건수_체크_분기,-0.0005617578925703721,0.00303775514972119,0.0005671349555999934
연체감액여부_R3M,-0.0016831098671180465,-0.0006477175230050023,-0.0018035345455333835
컨택건수_포인트소진_TM_R6M,-0.0016290719638013807,0.001379870381490485,-0.0010246231893759573
컨택건수_부대서비스_TM_R6M,-0.0013265530413634574,0.0022737597017064345,-0.00042112738937787893
강제한도감액후경과월,0.0020209312261745003,-0.00011434346978773503,0.0018450221535747673
최대이용금액_체크_R12M,-0.0017662739222249434,0.0008734286125272858,-0.0013346277612224977
IB문의건수_CL_RV_R6M,-0.0013049322330930947,-0.001042003013785848,-0.0015922474281380734
증감율_이용금액_체크_분기,-0.0005827378270249682,0.0028632348399377883,0.0004848524620670782
이용건수_할부_유이자_R3M,-0.001483439862751091,-0.0007559271700444142,-0.0016560635449703336
납부_관리비이용금액,-0.001011190169231576,-0.0013743356848123878,-0.0014375041047238735
RV_최대잔액_R3M,0.0014939344817289707,0.0006728642883985032,0.0016360148984736359
rv최초시작후경과일,8.42059478470909e-05,-0.002773926764593525,-0.0009180376490485294
컨택건수_보험_TM_R6M,-0.0015445631050879755,0.0012085027828013274,-0.0010073219069021476
이용금액_할부_유이자_R12M,0.0013174021635434362,0.0008694811848155182,0.0015419011971603658
RV_최대잔액_R6M,0.0014805841698077476,0.0005652188006680562,0.0015848800251434417
RV약정청구율,-0.0010090522538804293,0.002556346103639313,-2.3280219400365277e-05
증감율_이용건수_카드론_전월,-0.0017604944641711386,0.0002628852325369992,-0.0015485919659016364
이용후경과월_할부_유이자,0.0016268706950784654,0.0002852126163591399,0.0016208054112319913
증감율_이용금액_할부_분기,-0.0017726185477371108,0.00016184976389317315,-0.0015962075493319732
RV최소결제비율,-0.0006871838939699852,0.0025408147156392802,0.0002715343739574659
이용횟수_연체_R6M,6.854166936236251e-05,0.002474408948395601,0.000952982867453974
RP후경과월_아파트,0.0007957104027942911,0.001400671385330855,0.0012458621502337076
RP건수_아파트_B0M,-0.0007733148188799079,-0.001394481682357481,-0.0012227368407538685
컨택건수_보험_TM_B0M,3.699448095703453e-05,0.002408932024008349,0.0009000155942799723
이용금액_할부_유이자_R3M,-0.0006206042660153352,-0.0015622638810194457,-0.0011404957972225955
연체일수_B2M,-0.00025454291205998577,0.0024246553412840695,0.0006335773802694254
연체건수_R6M,-0.00027481275696872136,0.0024232485475858658,0.0006141544098961094
이용개월수_할부_유이자_R12M,-0.0015559636703494852,-0.00022217758922266342,-0.0015319815445701244
IB문의건수_한도_R6M,0.0004193475772459665,0.0018144970257456506,0.0010432892163483938
월상환론상향가능한도금액,0.0003965078557745696,-0.0023635383601414883,-0.0004791253787190997
증감율_이용건수_할부_분기,-0.0012095754108879453,0.0013838817945286772,-0.0006316723098247458
증감율_이용건수_카드론_분기,-0.0013894762680782627,0.0007858157107448302,-0.001014446196239594
캠페인접촉일수_R12M,-0.0010718780307928865,0.0017203607342145383,-0.0003822701867852713
컨택건수_카드론_LMS_B0M,-0.0012898008289906517,-0.0004963589213305646,-0.0013820846739647176
이용횟수_연체_R3M,-0.00014609332968154126,0.0022942061390730253,0.0006879234693190869
증감_RP건수_보험_전월,0.00036263429526173913,0.0017640726109689102,0.0009722429336071666
연체일수_B1M,-0.0008179034510285659,0.0022372090407877074,4.045536264442313e-05
증감율_이용금액_카드론_분기,-0.0013394349528291622,0.0007895189115490448,-0.0009664129121115058
증감_RP건수_통신_전월,0.000834356483702949,0.001064920928763611,0.001161300384165788
컨택건수_리볼빙_TM_R6M,0.0012648182109087924,0.0004488544731342158,0.0013417012245811135
이용금액_R3M_체크,-0.0011938973646789211,0.0011404124327027655,-0.0007045147247219342
컨택건수_채권_B0M,-0.0011741874378733835,-0.000556090641413237,-0.001295645097658448
연체원금_B2M,-0.0012211709698515343,-0.0004699478335969871,-0.001308544423128603
당사멤버쉽_방문월수_R6M,0.0009048907971458068,0.0008979327516105839,0.0011671328929786981
컨택건수_CA_LMS_R6M,-0.0010845206420563133,-0.0006246959449374607,-0.0012366092084658666
RV_평균잔액_R3M,0.001184719309094947,0.0004769186804257602,0.0012770291611939421
RP후경과월_가스,0.0007669943579737701,-0.0020804215934551815,-3.16369093553148e-05
컨택건수_CA_청구서_R6M,0.001427173335155476,6.509592798013794e-05,0.001355346687682398
이용금액_할부_유이자_B0M,-0.0005903725144138424,-0.0012181462141312232,-0.0009886452157033092
연체원금_B1M,-0.0011367120587545054,-0.0004374451920520149,-0.0012180425689015458
이용건수_할부_유이자_B0M,-0.0011467737392302018,-0.00033243983050466484,-0.0011897062994560565
최종카드론_거치개월수,0.00011854395986059423,0.001769222857033255,0.0007462875960638081
컨택건수_CA_청구서_B0M,0.0012178941661931308,-0.00036921151934979796,0.0010039902320916998
강제한도감액금액_R12M,0.0012303844959693432,-0.00027899651457692875,0.0010480600147156104
증감율_이용금액_CA_전월,-0.0012103776927284249,0.0002957681303041723,-0.0010233622120148385
이용금액_연체_B0M,-0.00037606213270364563,0.0018313716263834298,0.00030700839801618625
당사멤버쉽_방문횟수_R6M,0.0005397671934680859,0.001072613229777138,0.0008891284710852154
컨택건수_CA_TM_R6M,0.0012250608371223149,-0.00018691030092545706,0.0010761765714750512
연체원금_최근,-0.0009944200150462745,-0.00038268640779551256,-0.0010655696843944185
상향가능CA한도금액,0.0006129083405508043,0.0009016569470405291,0.0008959682230715508
RP건수_가스_B0M,-0.0009676519173211677,0.0006220359832283654,-0.0006796073855059729
컨택건수_채권_R6M,-0.0010367124837330466,-0.00019059386789757894,-0.0010360249361749936
컨택건수_이용유도_인터넷_B0M,0.0006795715370200258,-0.0014100744614344413,0.0001276173009054228
할인건수_B0M,0.0007680782127965037,0.000529738670805522,0.0009071618133232125
증감_RP건수_전기_전월,0.00034368729608278277,-0.0015616589670161276,-0.00024032005900558964
최종카드발급경과월,-0.0007243185850987777,-0.0005395083965928757,-0.0008698317295226248
RV_평균잔액_R6M,0.0009331880004737445,0.0002371896385791226,0.0009561482224469486
변동률_잔액_일시불_B1M,-0.0007334842843611795,0.0010044712572652257,-0.00032365972061701876
이용횟수_연체_B0M,-0.00041582770605456384,0.0014698915341169595,0.0001400220173804345
회원여부_연체,-0.00041582770605456384,0.0014698915341169595,0.0001400220173804345
이용건수_할부_유이자_R12M,-0.0007162095985667448,0.0007999538507579081,-0.0003810172266791963
컨택건수_카드론_청구서_R6M,0.0005473009768228902,0.000580486884996667,0.0007193468226360216
이용금액_할부_유이자_R6M,-4.420548824470459e-05,-0.0012497243538579744,-0.0004902614768286199
당사멤버쉽_방문횟수_B0M,0.00018308130443835018,0.0010484175816088365,0.0005475459527726124
증감_RP건수_가스_전월,5.82750788026427e-05,0.001205243651706754,0.0004874112315194546
기본연회비_B0M,-0.0007032149052372779,-0.0002706208462432764,-0.0007535291660435799
청구금액_기본연회비_B0M,-0.0007032149052372779,-0.0002706208462432764,-0.0007535291660435799
평잔_할부_해외_6M,-0.0006969580853230468,-0.0002682130106198028,-0.000746824677477006
연체잔액_일시불_B0M,-0.0006699552860994739,-0.00025782142147342575,-0.0007178898573694405
연체잔액_할부_B0M,-0.0006660869924170013,-0.00025633277141480504,-0.0007137447914860425
할부금액_유이자_14M_R12M,-0.0005266692538834417,0.0009628456559487937,-0.00014559783729842075
증감_RP유형건수_전월,0.0005469031489131869,-0.0008834162812964201,0.00019301947207911877
IB문의건수_CS_R6M,-0.0006591977868940476,-0.0002536815724504451,-0.0007063626708091373
RV_평균잔액_R12M,0.0008213750005886575,-2.1830631871644742e-05,0.0007587332029403638
자발한도감액금액_R12M,-0.0006394659835613118,-0.00024608810809699104,-0.0006852190784318721
자발한도감액횟수_R12M,-0.0006119298353725343,-0.00023549126825514227,-0.0006557127488217101
평잔_할부_해외_3M,-0.000587857311560444,-0.00022622734805555187,-0.0006299178621411097
증감율_이용건수_신용_분기,0.0006981205141462117,6.645260410295003e-05,0.0006754203954001793
연회비발생카드수_B0M,-0.0004891147333812996,-0.0003600517153743178,-0.0005858438106933653
할부건수_유이자_12M_R12M,0.0005534651451067317,-0.0005081094775729766,0.0003339851751260928
증감율_이용건수_신판_분기,0.0006093786901974964,0.0001435538148679956,0.0006203002063381
증감율_이용금액_CA_분기,-0.0006447813162087278,-9.052096331965544e-05,-0.000634287108051949
증감율_이용건수_일시불_분기,0.0006544436203274977,4.788093404738208e-05,0.0006279849336214331
증감율_이용건수_일시불_전월,0.00048227454518535523,0.00029219152826135417,0.0005550789320696996
상향가능한도금액,-0.0005246440205494558,0.00038973490239187843,-0.000349616881652265
IB문의건수_SMS_R6M,-0.0004852520771393894,-0.00018674138841325865,-0.0005199713349142951
연체잔액_B0M,-0.0004822880715199164,-0.00018560073894317264,-0.0005167952579196886
포인트_잔여포인트_B0M,-0.00048010204634749826,-0.00018475948262498153,-0.0005144528250264252
연체잔액_CA_B0M,-0.0004539466534373962,-0.00017469400404865318,-0.00048642604223167213
제휴연회비_B0M,-0.00038240083578065006,-0.0001471607569927362,-0.00040976119922136897
청구금액_제휴연회비_B0M,-0.00038240083578065006,-0.0001471607569927362,-0.00040976119922136897
증감_RP건수_교통_전월,-0.0002738710914083598,-0.0002846342971387414,-0.00035786402403213707
IB문의건수_할부_R6M,-0.00036502259958678864,-0.00014047302476455343,-0.0003911395691491667
컨택건수_이용유도_당사앱_R6M,-0.00030644553200997944,-0.0001179305907518241,-0.0003283713761661075
잔액_할부_해외_B0M,-0.0002984131134084992,-0.00011483944478330662,-0.0003197642467595158
승인거절건수_B0M,-0.00015108083421935792,-0.00027803060218394303,-0.00024089317809823887
증감율_이용금액_신용_전월,-0.00033074564173286104,4.7001463580665974e-05,-0.0002917929483706663
